"Record ID","Company name","Company owner","Number of Employees","Industry","Alternate Company Owner","Account Status (Obsolete)","Last Activity Date","Create Date","Phone Number","City","Country","State/Region","Last Contacted","Lead Status","Deal Closed - Timestamp","Owner assigned date","Website URL","LinkedIn Company Page"
"22798068657","CBSL TRANSPORTATION SERVICES","Patty Patterson-Tay","195.0","Logistics and Transportation","","","2026-01-20 15:28","2024-09-06 16:00"," +19854795650","Chicago","United States","Illinois","2026-01-20 15:28","In Progress","","2025-12-15 19:06","https://cbsltrans.com","https://www.linkedin.com/company/cbsl-transportation-svc/"
"28921394457","RST Sunbury Transport","Patty Patterson-Tay","191.0","Transportation/Trucking/Railroad","","","2026-01-21 12:03","2025-01-23 13:55"," +18007862879","","Canada","(No value)","2026-01-21 12:03","In Progress","","2025-12-15 19:06","rsttransport.com","https://www.linkedin.com/company/rst-sunbury-transport"
"28919005981","Rochester Armored Car","Patty Patterson-Tay","187.0","Transportation/Trucking/Railroad","","","2026-01-20 14:43","2025-01-23 13:55","","Omaha","United States","Nebraska","2026-01-20 14:43","Connected","","2025-12-15 19:06","rochesterarmoredcar.com","https://www.linkedin.com/company/rochester-armored-car-co"
"28918750576","New Legend","Patty Patterson-Tay","187.0","Transportation/Trucking/Railroad","Natalia Henao","","2026-02-13 11:05","2025-01-23 13:55","","Yuba City","United States","California","2026-02-13 11:05","In Progress","","2025-12-15 19:06","newlegendinc.com","https://www.linkedin.com/company/new-legend-inc"
"22290334527","Cincinnati Metro","Patty Patterson-Tay","187.0","Transportation/Trucking/Railroad","","","2026-01-27 12:48","2024-08-07 15:06"," +15136327699","Cincinnati","United States","Ohio","2026-01-27 12:48","Connected","","2025-12-15 19:06","go-metro.com","https://www.linkedin.com/company/sorta-metro/?viewAsMember=true"
"21838369180","Bailey's Moving & Storage","Patty Patterson-Tay","183.0","Transportation/Trucking/Railroad","","","2026-01-21 12:02","2024-07-10 15:48"," +1 (888) 260-5717 ","Englewood","United States","Colorado","2026-01-21 12:02","Connected","","2025-12-15 19:06","baileysallied.com","https://linkedin.com/company/baileys-moving-and-storage"
"29864913452","CSM Truck","Patty Patterson-Tay","183.0","Logistics and Transportation","","Prospect","2026-01-12 15:39","2022-09-29 11:01"," +1 (608) 241-5616","Madison","United States","Wisconsin","2026-01-12 15:39","Connected","","2025-12-15 19:06","https://www.csmtruck.com/","https://www.linkedin.com/company/csmcompaniesinc"
"22289179984","Uzurv","Patty Patterson-Tay","182.0","Logistics and Transportation","","","2026-01-29 10:06","2024-08-07 15:06"," +1 412-979-3904","Richmond","United States","Virginia","2026-01-29 10:06","Connected","","2025-12-15 19:06","uzurv.com","https://linkedin.com/company/uzurv"
"28955976769","General Noli Forwarding & Logistics","Patty Patterson-Tay","180.0","Logistics and Supply Chain","","","2026-01-22 14:34","2025-01-24 09:58"," +39 59380311","Modena","Italy","Emilia-Romagna","2026-01-22 14:34","Qualified","","2025-12-15 19:06","https://www.generalnoli.com/en/home-eng/","https://www.linkedin.com/company/general-noli-spedizioni-internazionali-s.p.a."
"22289279256","Metropolitan Trucking","Patty Patterson-Tay","180.0","Logistics and Transportation","","","2026-01-06 10:27","2024-08-07 15:06","","Saddle Brook","United States","New Jersey","2026-01-06 10:27","In Progress","","2025-12-15 19:06","mtrk.com","https://www.linkedin.com/company/metropolitan-trucking"
"9240368709","Contec Holdings","Patty Patterson-Tay","175.0","Logistics and Transportation","","Prospect","2026-01-09 13:05","2022-07-26 14:17"," +15183828000","Schenectady","United States","NewYork","2026-01-09 13:05","Connected","","2025-12-15 19:06","http://www.gocontec.com","https://www.linkedin.com/company/gocontec/"
"28908311376","Howard Sheppard","Patty Patterson-Tay","172.0","Transportation/Trucking/Railroad","","","2026-01-20 14:46","2025-01-23 13:55"," +14785525127","Sandersville","United States","Georgia","2026-01-20 14:46","Connected","","2025-12-15 19:06","howardsheppard.com","https://www.linkedin.com/company/howard-sheppard-inc./"
"9035613212","Tellworks Logistics","Patty Patterson-Tay","172.0","Logistics and Transportation","","Prospect","2026-01-08 14:55","2022-07-01 14:53"," +1 (770) 817-0245","Atlanta","United States","Georgia","2026-01-08 14:55","Connected","","2025-12-15 19:06","http://tellworks.com","https://www.linkedin.com/company/492850/"
"28899575985","American Public Transportation Association","Patty Patterson-Tay","165.0","Transportation/Trucking/Railroad","","","2026-01-22 14:21","2025-01-23 13:55","","Washington","United States","DC","2026-01-22 14:21","Connected","","2025-12-15 19:06","apta.com","https://www.linkedin.com/company/american-public-transportation-association"
"10146766930","The TLC Companies","Patty Patterson-Tay","165.0","Logistics and Transportation","","Opportunity","2026-01-12 16:14","2022-11-21 16:49"," +1 (763) 585-7000","Brooklyn Center","United States","Minnesota","2026-01-12 16:14","Connected","","2025-12-15 19:06","https://www.tlccompanies.com/","https://www.linkedin.com/company/tlc-companies"
"9239720765","WCAworld","Patty Patterson-Tay","158.0","Logistics and Transportation","","Prospect","2026-01-08 13:51","2022-07-26 14:17"," +1 (954) 973-5537","Pompano Beach","United States","Florida","2026-01-08 13:51","Connected","","2025-12-15 19:06","http://www.wcaworld.com","https://www.linkedin.com/company/1665723/"
"28910306968","Caron Transportation Systems","Patty Patterson-Tay","155.0","Transportation/Trucking/Railroad","","","2026-01-19 16:38","2025-01-23 13:55"," +17804496688","Sherwood Park","Canada","Alberta","2026-01-19 16:38","Connected","","2025-12-15 19:06","https://www.carontransport.ca","https://www.linkedin.com/company/caron-transportation-systems/"
"9035813908","Signet Maritime Corporation","Patty Patterson-Tay","155.0","Logistics and Transportation","","Prospect","2026-01-06 15:37","2022-07-01 14:53"," +1 (713) 840-1100","Houston","United States","Texas","2026-01-06 15:37","Connected","","2025-12-15 19:06","http://www.signetmaritime.com","https://www.linkedin.com/company/1599599/"
"19637871432","Ship Ogre","Patty Patterson-Tay","154.0","Logistics and Transportation","","Prospect","2026-01-27 12:00","2024-03-21 18:50"," +1(205) 582-2022","Birmingham","United States","Alabama","2026-01-27 12:00","In Progress","","2025-12-15 19:06","http://shipogre.com","https://www.linkedin.com/company/shipogre"
"28908024098","Quality Freight Services","Patty Patterson-Tay","152.0","Logistics and Supply Chain","","","2026-01-16 15:21","2025-01-23 13:55"," +441274580866","Shipley","United Kingdom","West Yorkshire","2026-01-16 15:21","Connected","","2025-12-15 19:06","qualityfreight.co.uk","https://www.linkedin.com/company/quality-freight-services-ltd"
"22791518086","Tilley Pressure Test","Patty Patterson-Tay","150.0","Logistics and Transportation","","","2026-01-16 16:40","2024-09-06 16:00","","Duncan","United States","Oklahoma","2026-01-16 16:40","Connected","","2025-12-15 19:06","gotilley.com","https://www.linkedin.com/company/tilley-pressure-test-inc"
"22810097722","Sagebrush Pipeline Equipment","Patty Patterson-Tay","150.0","Logistics and Transportation","","","2026-01-21 14:55","2024-09-06 16:00"," +19185515626","Arcadia","United States","Oklahoma","2026-01-21 14:55","Connected","","2025-12-15 19:06","sagebrushpl.com","https://www.linkedin.com/company/sagebrush-pipeline-equipment"
"22824457247","ProCare","Patty Patterson-Tay","150.0","Logistics and Transportation","","","2026-02-09 09:00","2024-09-06 16:00","","Tampa","United States","Florida","2026-01-23 08:44","Connected","","2025-12-15 19:06","theprocare.com","https://www.linkedin.com/company/procare-transportation-and-language-services"
"21272660855","International Auto Logistics","Patty Patterson-Tay","150.0","Logistics and Transportation","","","2026-01-19 16:00","2024-06-05 12:10"," +14105404946","Saint Simons Island","United States","Georgia","2026-01-19 16:00","Connected","","2025-12-15 19:06","https://pcsmypov.com/","https://www.linkedin.com/company/international-auto-logistics-llc/"
"15978320557","Equipment Transport","Patty Patterson-Tay","150.0","Transportation/Trucking/Railroad","","Prospect","2025-12-02 12:30","2023-06-06 12:08"," +1 (713) 307-8702","Houston","United States","Texas","2025-12-02 12:30","Connected","","2025-12-15 19:06","https://etllcusa.com/","https://www.linkedin.com/company/equipment-transport-llc/"
"9035641411","Chain Logistics","Patty Patterson-Tay","150.0","Logistics and Transportation","","Prospect","2026-02-05 09:00","2022-07-01 14:51"," +1 (973) 272-6727","Lodi","United States","New Jersey","2026-01-05 14:35","Connected","","2025-12-15 19:06","http://www.chainlogistics.com","https://www.linkedin.com/company/27254735/"
"28915049376","Transport Bourassa","Patty Patterson-Tay","148.0","Transportation/Trucking/Railroad","","","2026-01-29 09:27","2025-01-23 13:55","","","Canada","(No value)","2026-01-29 09:27","Connected","","2025-12-15 19:06","bourassa.ca","https://www.linkedin.com/company/transport-bourassa-inc-"
"8859823140","Adcom Worldwide","Patty Patterson-Tay","148.0","Logistics and Transportation","","Prospect","2026-02-05 09:00","2022-06-06 13:57"," +1 (800) 843-4784","Bellevue","United States","Washington","2026-01-05 12:11","In Progress","","2025-12-15 19:06","http://www.adcomworldwide.com","https://www.linkedin.com/company/61791/"
"28918684305","Charles Kendall","Patty Patterson-Tay","143.0","Logistics and Transportation","","","2026-01-26 16:16","2025-01-23 13:55","","London","United Kingdom","Greater London","2026-01-26 16:16","In Progress","","2025-12-15 19:06","charleskendall.com","https://www.linkedin.com/company/charles-kendall-group"
"22534800707","MaxTrans Logistics","Patty Patterson-Tay","143.0","Logistics and Supply Chain","","","2026-01-23 09:15","2024-08-21 16:31"," +1 (423) 362-7210","Chattanooga","United States","Tennessee","2026-01-23 09:15","Connected","","2025-12-15 19:06","https://www.maxtranslogistics.com/","https://www.linkedin.com/company/max-trans-logistics/"
"28918744440","RTW Logistics","Patty Patterson-Tay","141.0","Logistics and Transportation","","","2026-01-26 11:50","2025-01-23 13:55","","Ljubljana","United States","Ljubljana","2026-01-26 11:50","In Progress","","2026-01-21 15:50","rtwlogistics.net","https://www.linkedin.com/company/rtw-logistics-inc"
"9035575402","Airways Freight Corporation","Patty Patterson-Tay","141.0","Logistics and Transportation","","Prospect","2026-01-05 13:54","2022-07-01 14:51"," +1 (479) 442-6301","Fayetteville","United States","Arkansas","2026-01-05 13:54","Connected","","2025-12-15 19:06","http://www.airwaysfreight.com","https://www.linkedin.com/company/340371/"
"21272611892","Van-Kam Freightways","Patty Patterson-Tay","137.0","Logistics and Supply Chain","","","2026-01-21 16:32","2024-06-05 11:59"," +1 (604) 582-7451","Surrey","Canada","British Columbia","2026-01-21 16:32","Connected","","2025-12-15 19:06","vankam.com","https://linkedin.com/company/van-kam-freightways-ltd"
"28916830986","Future Forwarding Company","Patty Patterson-Tay","134.0","Logistics and Transportation","Natalia Henao","","2026-02-11 13:31","2025-01-23 13:55"," +14046080060","Atlanta","United States","Georgia","2026-02-11 13:30","Connected","","2025-12-15 19:06","futureforwarding.com","https://www.linkedin.com/company/future-forwarding-co-ltd/"
"9394059685","Worldnet International","Patty Patterson-Tay","134.0","Logistics and Transportation","","Prospect","2026-01-12 15:10","2022-08-16 14:56"," +1 (718) 244-5929","Berchem","United States","New York","2026-01-12 15:10","Connected","","2025-12-15 19:06","https://www.worldnet-intl.com/","https://www.linkedin.com/company/worldnet-international"
"9035820331","Sos Global Express","Patty Patterson-Tay","134.0","Logistics and Transportation","","Prospect","2026-01-13 15:45","2022-07-01 14:53"," +1 (252) 635-1400","New Bern","United States","North Carolina","2026-01-13 15:45","Connected","","2025-12-15 19:06","http://www.sosglobal.com","https://www.linkedin.com/company/147338/"
"21272655439","The E-470","Patty Patterson-Tay","131.0","Transportation/Trucking/Railroad","","","2026-01-20 16:40","2024-06-05 12:01"," +1 (303) 537-3470","Aurora","United States","Colorado","2026-01-20 16:40","In Progress","","2025-12-15 19:06","e-470.com","https://linkedin.com/company/e-470-public-highway-authority"
"16055479561","Southwestern Motor Transport","Patty Patterson-Tay","131.0","Logistics and Transportation","","Prospect","2026-01-28 16:02","2023-06-13 14:48"," +1 (210) 661-6791","San Antonio","United States","Texas","2026-01-28 16:02","Connected","","2025-12-15 19:06","https://www.smtl.com/","https://www.linkedin.com/company/southwestern-motor-transport-inc"
"49740829456","ALPI USA","Patty Patterson-Tay","130.0","Logistics and Supply Chain","","","2026-01-23 15:12","2024-06-06 12:36"," +1 (718) 949-6969","Valley Stream","United States ","New York","2026-01-23 15:12","Connected","","2025-12-15 19:06","http://www.us.alpiusa.com","https://www.linkedin.com/company/alpi-usa-inc/"
"8792673621","Pro Pac","Patty Patterson-Tay","130.0","Logistics and Transportation","","Prospect","2026-01-05 11:02","2022-05-26 14:18"," +1 (972) 988-0777","Grand Prairie","United States","Texas","2026-01-05 11:02","In Progress","","2025-12-15 19:06","propac.com","https://linkedin.com/company/professional-packaging-systems"
"22289234432","Rogue Valley Transportation District","Patty Patterson-Tay","125.0","Logistics and Transportation","","","2026-01-07 15:59","2024-08-07 15:06"," +15417792877","Medford","United States","Oregon","2026-01-07 15:59","Connected","","2025-12-15 19:06","rvtd.org","https://www.linkedin.com/company/rogue-valley-transportation"
"21838143813","Advantage Moving & Storage","Patty Patterson-Tay","125.0","Logistics and Transportation","","","2026-01-16 16:43","2024-07-10 15:48"," +18475587108","Algonquin","United States","Illinois","2026-01-16 16:43","Connected","","2025-12-15 19:06","advantage-move.com","https://www.linkedin.com/company/advantage-moving-&-storage-inc-"
"9239365169","Intermodal Tank Transport Usa","Patty Patterson-Tay","124.0","Logistics and Transportation","","Prospect","2026-01-08 12:23","2022-07-26 14:17"," +1 (713) 888-0501","Houston","United States","Texas","2026-01-08 12:23","Connected","","2025-12-15 19:06","http://www.intermodaltank.com","https://www.linkedin.com/company/634998/"
"8361927080","AGWorld","Patty Patterson-Tay","124.0","Logistics and Transportation","","Prospect","2026-01-05 09:24","2022-03-31 13:22"," +1 (650) 246-3737","South San Francisco","Hong Kong","California","2026-01-05 09:24","Connected","","2025-12-15 19:06","ag-world.com","https://www.linkedin.com/company/air-&-ground-world-transport/"
"26181385000","Central Florida Expressway Authority","Patty Patterson-Tay","123.0","Transportation/Trucking/Railroad","","","2026-01-29 08:48","2024-11-21 11:12"," +14076905000","Orlando","United States","Florida","2026-01-29 08:48","Connected","","2025-12-15 19:06","https://www.cfxway.com","https://www.linkedin.com/company/central-florida-expressway-authority/"
"9239580075","Tld Logistics Services","Patty Patterson-Tay","123.0","Logistics and Transportation","","Prospect","2026-01-07 16:14","2022-07-26 13:14"," +18655391285","Knoxville","United States","Tennessee","2026-01-07 16:14","Connected","","2025-12-15 19:06","www.tldlogistics.com","https://linkedin.com/company/tld-logistics-services"
"28921626514","Smokey Point Distributing","Patty Patterson-Tay","121.0","Transportation/Trucking/Railroad","Natalia Henao","","2026-02-10 08:00","2025-01-23 13:55","","Arlington","United States","Washington","2026-01-06 10:42","Open","","2025-12-15 19:06","spdtrucking.com","https://www.linkedin.com/company/smokey-point-distributing-inc./about/"
"28912835988","AYR Motor Express","Patty Patterson-Tay","121.0","Transportation/Trucking/Railroad","","","2026-01-22 14:45","2025-01-23 13:55","","Woodstock","Canada","New Brunswick/Nouveau-Brunswick","2026-01-22 14:45","Connected","","2025-12-15 19:06","ayrmotor.com","https://www.linkedin.com/company/ayr-motor-express-inc"
"22289179985","Fleet Clean","Patty Patterson-Tay","120.0","Logistics and Transportation","","","2026-01-06 14:31","2024-08-07 15:06","","Melbourne","United States","Florida","2026-01-06 14:31","Connected","","2025-12-15 19:06","fleetcleanusa.com","https://www.linkedin.com/company/fleet-clean-usa"
"22289257807","Source One Transportation","Patty Patterson-Tay","120.0","Logistics and Transportation","Natalia Henao","","2026-02-11 10:35","2024-08-07 15:06","","Belle Vernon","United States","Pennsylvania","2026-02-11 10:35","In Progress","","2025-12-15 19:06","source01.com","https://www.linkedin.com/company/source-one-transportation---guttman-oil-group"
"20601390666","Air Tiger Express","Patty Patterson-Tay","120.0","Logistics and Transportation","","Prospect","2026-01-29 08:57","2024-05-02 17:16"," +17189176700","Queens","United States","New York","2026-01-29 08:57","Connected","","2025-12-15 19:06","http://www.airtiger.com","https://www.linkedin.com/company/air-tiger-express-companies-inc/"
"28919005977","Badlands Tank Lines","Patty Patterson-Tay","118.0","Logistics and Transportation","","","2026-01-28 14:00","2025-01-23 13:55"," +1 402-991-3368","Omaha","United States","Nebraska","2026-01-28 14:00","Connected","","2025-12-15 19:06","badlands.com","https://www.linkedin.com/company/badlands-tanklines-llc"
"29631370636","a2b Fulfillment,","Patty Patterson-Tay","114.0","Logistics and Supply Chain","","","2026-01-29 18:09","2025-02-05 10:25"," +18668433827","Greensboro","United States","Georgia","2026-01-29 18:09","Connected","","2025-12-15 19:06","https://www.a2bfulfillment.com","https://www.linkedin.com/company/a2b-fulfillment-inc-/"
"10543358731","Westrux International","Patty Patterson-Tay","113.0","Logistics and Transportation","","Prospect","2026-01-13 13:16","2023-01-04 23:40"," +1 (562) 404-1020","Santa Fe Springs","United States","California","2026-01-13 13:16","Connected","","2025-12-15 19:06","westrux.com","https://www.linkedin.com/company/westrux-international-inc"
"21272612875","West-Mark","Patty Patterson-Tay","112.0","Transportation/Trucking/Railroad","","","2026-01-23 10:27","2024-06-05 12:08"," +1 (800) 692-5844","Ceres","United States","California","2026-01-23 10:27","Connected","","2025-12-15 19:06","west-mark.com","https://www.linkedin.com/company/west-mark/"
"17161968461","B&B Trucking","Patty Patterson-Tay","111.0","Transportation/Trucking/Railroad","","Prospect","2026-01-27 10:04","2023-08-30 15:34"," +1 (269) 544-4361","Kalamazoo","United States","Michigan","2026-01-27 10:04","Connected","","2025-12-15 19:06","https://www.bbtrucking.com/","https://www.linkedin.com/company/b-&-b-trucking-inc./"
"28904778921","VARSTAR ALLIANCE","Patty Patterson-Tay","110.0","Transportation/Trucking/Railroad","","","2026-01-14 08:41","2025-01-23 13:55","","Wayne","United States","Michigan","2026-01-14 08:41","Connected","","2025-12-15 19:06","varstaralliance.com","https://www.linkedin.com/company/varstaralliance"
"21838263470","Pegasus Industries & Packaging","Patty Patterson-Tay","110.0","Logistics and Transportation","","","2026-01-22 14:30","2024-07-10 15:48"," +15026479500","Shelbyville","United States","Kentucky","2026-01-22 14:30","In Progress","","2025-12-15 19:06","https://www.pegasuspackaging.com","https://www.linkedin.com/company/pegasus-industries-llc"
"21272730781","Floyds Sales & Service","Patty Patterson-Tay","110.0","Logistics and Transportation","","","2026-01-20 16:55","2024-06-05 12:00"," +13086322911","Scottsbluffs","United States","Nebraska","2026-01-20 16:55","Connected","","2025-12-15 19:06","floydstrucks.com","https://www.linkedin.com/company/floyd'struckcenterinc./"
"9693500019","Modula","Patty Patterson-Tay","109.0","Logistics and Transportation","","Prospect","2026-01-12 15:52","2022-09-29 13:16"," +1 (207) 440-5100","Lewiston","United States","Maine","2026-01-12 15:52","Connected","","2025-12-15 19:06","https://modula.us/","https://www.linkedin.com/company/modulausa"
"9035674411","Novo Logistics","Patty Patterson-Tay","109.0","Logistics and Transportation","","Prospect","2026-01-26 14:54","2022-07-01 14:53"," +1 (775) 825-2995","Reno","United States","Nevada","2026-01-26 14:54","Connected","","2025-12-15 19:06","http://www.novo-usa.com/","https://www.linkedin.com/company/2175097/"
"9035575471","InterChange Group","Patty Patterson-Tay","107.0","Logistics and Transportation","","Prospect","2026-02-06 09:00","2022-07-01 14:52"," +1 (540) 433-1900","Mount Crawford","United States","Virginia","2026-01-06 12:34","Connected","","2025-12-15 19:06","http://interchangeco.com","https://www.linkedin.com/company/interchangegroupinc/posts/?feedView=all"
"34914402918","Nishan Transport Inc","Patty Patterson-Tay","105.0","Logistics and Transportation","","","2026-02-10 14:26","2025-06-10 11:14"," +15146954200","Dorval","Canada","Quebec","2026-02-10 14:26","Qualified","","2025-12-15 19:06","www.nishantransport.com","https://www.linkedin.com/company/nishantransport/"
"9312925277","McCandless Truck Center","Patty Patterson-Tay","105.0","Logistics and Transportation","","Prospect","2026-01-13 21:23","2022-08-04 12:25"," +1 (303) 739-9900","Aurora","United States","Colorado","2026-01-12 14:52","Connected","","2025-12-15 19:06","https://www.mctrux.com/","https://www.linkedin.com/company/mccandless-truck-center"
"9239732837","Copia","Patty Patterson-Tay","105.0","Logistics and Transportation","","Opportunity","2026-01-09 15:06","2022-07-26 14:17"," +1 (650) 382-1020","SanFrancisco","United States","California","2026-01-09 15:06","Connected","","2025-12-15 19:06","http://www.gocopia.com","https://www.linkedin.com/company/2874011/"
"23716616022","A-Z Bus Sales","Patty Patterson-Tay","104.0","Transportation/Trucking/Railroad","Natalia Henao","","2026-01-20 14:40","2024-10-09 16:10"," +19163992916","Colton","United States","California","2026-01-20 14:40","Open","","2025-12-15 19:06","a-zbus.com","https://www.linkedin.com/company/a-z-bus-sales/"
"22289021568","Tri-Rail","Patty Patterson-Tay","104.0","Logistics and Transportation","","","2026-01-22 10:42","2024-08-07 15:06"," +19547836030","Pompano Beach","United States","Florida","2026-01-22 10:42","Connected","","2025-12-15 19:06","tri-rail.com","https://www.linkedin.com/company/south-florida-regional-transportation-authority-tri-rail"
"9239842718","Fusion Logistics","Patty Patterson-Tay","104.0","Logistics and Transportation","","Prospect","2026-01-09 14:43","2022-07-26 14:17"," +1 (855) 783-3833","Miami","United States","Florida","2026-01-09 14:43","Connected","","2025-12-15 19:06","http://www.solutionsbyfusion.com","https://www.linkedin.com/company/2287226/"
"9035607127","Jamaica Bearings Group","Patty Patterson-Tay","104.0","Logistics and Transportation","","Prospect","2026-01-06 14:12","2022-07-01 14:52"," +1 (516) 326-1350","New Hyde Park","United States","New York","2026-01-06 14:12","Connected","","2025-12-15 19:06","http://www.jamaicabearings.com","https://www.linkedin.com/company/273219/"
"28919020357","Tidewater Transit","Patty Patterson-Tay","103.0","Transportation/Trucking/Railroad","","","2026-01-22 14:40","2025-01-23 13:55","","La Grange","Unknown","North Carolina","2026-01-22 14:40","Connected","","2025-12-15 19:06","tidewater-transit.com","https://www.linkedin.com/company/tidewater-transit-co.-inc."
